manufacturer,model,drive,cylinders,transmission,fuel
dodge,durango hemi,rwd,8,automatic,gas
toyota,international 4700 DT466E,fwd,6,manual,diesel
gmc,lifted sierra diesel duramax,4wd,4,automatic,diesel
ford,escape awd,4wd,6,automatic,gas
toyota,"HONDA,TOYOTA,NISSAN,CHEVY",fwd,4,automatic,gas
gmc,TUNDRA,fwd,8,automatic,gas
lexus,ls 430 sport,rwd,8,automatic,gas
toyota,"tacoma trd off-road full ads coil over adjustable resivoirs kit* koning ultra light 17""wheels*bfg ko2 tires*trd off road*camburg upper control arms*trd pro grill & roof rack*nav*tech pkg*",4wd,6,automatic,gas
chevrolet,"silverado 2500hd 4wd crew cab 153.7"" ltz",4wd,6,automatic,gas
audi,q7 prestige quattro s line,4wd,6,automatic,gas
ford,Xx,fwd,4,automatic,other
chevrolet,3/4 ton,4wd,8,automatic,gas
honda,2004 f250,4wd,8,automatic,diesel
toyota,camry hybrid sedan 4d,rwd,4,automatic,hybrid
jeep,Scion xB,fwd,4,automatic,gas
volkswagen,routan smini van,fwd,6,automatic,gas
gmc,acadia awdslt w/slt-1,4wd,6,automatic,gas
ford,85 Bronco 2,4wd,6,automatic,gas
toyota,KIAOPTIMA EX-GDI,fwd,4,automatic,gas
rover,INTERNATIONAL DURASTAR 4200,rwd,8,automatic,diesel
gmc,savana 1500 high top,rwd,8,automatic,gas
volkswagen,MERCEDES-BENZ* R-CLASS*,fwd,4,automatic,gas
chevrolet,ilx 2.0l sedan 4d,fwd,8,automatic,gas
bmw,i3 range extender hatchback,fwd,6,automatic,electric
ford,FREIGHTLINER CASCADIA,rwd,4,automatic,gas
mercedes-benz,m-class ml 320,fwd,6,automatic,diesel
ford,freestyle sel awd,4wd,6,manual,gas
mitsubishi,outlander sport gt,4wd,8,automatic,other
lincoln,yaris,fwd,6,automatic,gas
ford,edge 4wd sel,4wd,6,automatic,gas
ram,2500 crew cab 4x4,4wd,8,automatic,gas
cadillac,cts sedan 4dr sdn 3.0l awd,4wd,6,automatic,gas
pontiac,SMART FORTWO,rwd,6,automatic,gas
jeep,Other,fwd,8,automatic,other
audi,s6 prestige quattro awd,4wd,6,automatic,gas
lexus,Isuzu NPR,rwd,4,automatic,diesel
bmw,750il,4wd,6,automatic,gas
bmw,640i coupe,4wd,6,automatic,gas
bmw,330i gt m-sport awd,4wd,4,automatic,gas
pontiac,aztek,4wd,6,automatic,gas
chevrolet,cruze lt turbo,fwd,4,automatic,gas
chevrolet,09 HONDS ODYSSEY EXL,4wd,6,automatic,gas
nissan,frontier 4wd,4wd,6,automatic,gas
chevrolet,a RAV4,fwd,4,automatic,gas
mercedes-benz,ml350 3.5l,4wd,6,automatic,gas
subaru,equinox lt,fwd,6,,gas
gmc,yukon xl 2500 slt 4x4 v8 6.0l leather 3 row seating,4wd,8,automatic,gas
ford,Civic Sedan,fwd,4,automatic,gas
ford,2015,4wd,4,automatic,electric
chevrolet,454 ss,rwd,8,manual,gas
saturn,to 2017,fwd,8,automatic,gas
mercedes-benz,benz 280 sl,fwd,4,manual,gas
gmc,caballero,rwd,8,automatic,gas
nissan,Isuzu Rodeo Ls,4wd,6,automatic,gas
ford,Olds trofeo,fwd,6,automatic,gas
audi,q5 2.0t prem plus-awd,4wd,4,automatic,gas
jeep,wrangler 4x4,4wd,6,automatic,gas
chevrolet,Maserati Ghibli,4wd,6,automatic,gas
toyota,corolla - le,fwd,4,automatic,gas
volkswagen,Isuzu NPR,rwd,4,automatic,diesel
chevrolet,1500 lt crew cab,4wd,4,automatic,gas
dodge,journey economy suv,fwd,4,automatic,gas
toyota,Oldsmobile Bravada AWD  Smart Trak,4wd,6,automatic,gas
ford,expedition limited 4x2suv,4wd,8,automatic,gas
toyota,rav4 xle premium sport,fwd,6,automatic,gas
rover,Civic Sedan,fwd,4,automatic,gas
subaru,impreza awd premium wagon,4wd,4,automatic,gas
honda,oldsmobile cutlass,4wd,4,automatic,gas
mazda,6 grand touring,fwd,4,automatic,gas
mazda,Expedition,4wd,8,automatic,gas
ford,2015 Silverado 2500 HD,4wd,8,automatic,gas
mazda,Suzuki Grand Vitara,4wd,4,automatic,gas
lexus,es 300h hybrid,fwd,4,automatic,gas
chevrolet,envoy,rwd,8,automatic,gas
bmw,Kenworth W900,rwd,6,manual,other
jaguar,xf i4 rwd,fwd,4,automatic,gas
gmc,terrain sl,fwd,4,automatic,gas
ford,explorer xltsuv,rwd,6,automatic,gas
infiniti,all types all years,fwd,6,automatic,gas
chevrolet,duramax,4wd,8,automatic,diesel
subaru,jetta r- line,4wd,4,automatic,gas
subaru,outback 2.5,4wd,4,automatic,gas
chevrolet,ISUZU NPR HD,4wd,8,automatic,gas
ford,explorer 4wd 4dr xlt,4wd,6,automatic,gas
gmc,sierra 1500 sl,4wd,8,automatic,gas
honda,accord 4dr i4 cvt lx,fwd,4,automatic,gas
hyundai,ioniq hybrid limited,fwd,8,automatic,hybrid
ford,replica,rwd,8,automatic,gas
acura,HTLINER Cascadia,fwd,6,automatic,diesel
toyota,Mazda3,fwd,4,manual,gas
ford,f-350 superduty platinum drw 4wd,4wd,8,automatic,other
honda,cr-v - ex,4wd,4,automatic,gas
ram,3500 laramie cummins,4wd,4,automatic,diesel
toyota,2006 Monte Carlo SS,fwd,8,automatic,gas
honda,Bentley Bentayga Activity Editi,4wd,12,automatic,gas
nissan,maxima 3.5 svsedan,rwd,6,automatic,gas
ford,15 passenger shuttle van,4wd,6,automatic,gas
gmc,acadia slt awd,4wd,6,automatic,gas
ford,f450 dump truck diesel,4wd,8,automatic,diesel
bmw,All,4wd,4,automatic,gas
lexus,Hino 268,rwd,6,automatic,diesel
toyota,4runner sr% 4x4,4wd,6,automatic,gas
cadillac,dts performance,fwd,8,automatic,gas
toyota,Mack GR64B,rwd,4,automatic,diesel
ram,"1500 $398.43, $2500 down, only 58k miles $398.43, $2500 down, only 58k miles",rwd,6,automatic,gas
ford,Packard 160,fwd,4,manual,gas
jeep,wrangler sport *fr $499 down guaranteed finance,4wd,6,manual,gas
kia,soul ev + wagon 4d,fwd,4,automatic,other
dodge,sprinter 2500,rwd,8,automatic,diesel
chevrolet,silverado 1500 ls 4x4,4wd,8,automatic,gas
mercedes-benz,e300 4matic,4wd,4,automatic,gas
honda,cbr600rr,rwd,4,automatic,gas
cadillac,escalade luxury suv,rwd,8,automatic,gas
toyota,venza 4dr wgn i4 fwd (natl),fwd,4,automatic,other
mercedes-benz,ml320,4wd,6,automatic,diesel
toyota,tundra trd maxed out,4wd,8,automatic,gas
gmc,acadia sle-2 automatic,fwd,6,automatic,gas
nissan,armada 4wd 4dr sv,4wd,8,automatic,gas
ford,f-250 xlt lariat,4wd,8,manual,gas
ford,f350 crew cab,4wd,8,automatic,gas
chevrolet,silverado 2500 hd gas,rwd,8,automatic,gas
nissan,wrangler,rwd,4,automatic,gas
lincoln,mks sedan 4d,fwd,6,automatic,gas
chevrolet,silverado 2500 hd doub,4wd,6,automatic,other
nissan,pathfinder platinum 4x4,4wd,6,automatic,gas
chevrolet,suburban 4dr 1500 4wd lt,4wd,8,automatic,gas
gmc,canyon extended cab pickup,4wd,4,automatic,other
subaru,forrester awd,4wd,4,automatic,gas
ram,n Titan,rwd,8,automatic,gas
ford,fusion s,fwd,4,automatic,gas
dodge,durango limited awd,4wd,6,automatic,gas
subaru,impreza 2.0i sport premi,4wd,4,automatic,gas
toyota,ch-r,fwd,4,automatic,gas
mazda,mazda3 sport hatchback 4d,fwd,6,automatic,gas
hyundai,sonata limited pzev,fwd,4,automatic,gas
ford,f 250 platinum fx4,4wd,8,automatic,diesel
subaru,69 cougar xr7 conv,rwd,8,automatic,gas
chevrolet,International 1654,rwd,8,automatic,diesel
ford,taurus limited awd,4wd,6,automatic,gas
ram,Geo Prizm,fwd,4,manual,gas
chevrolet,gs 350,fwd,8,automatic,other
toyota,prius c4,fwd,4,automatic,hybrid
volvo,s60 t5 premier,fwd,5,automatic,gas
gmc,sierra grande,4wd,8,automatic,gas
gmc,caddilac cts,4wd,6,automatic,gas
toyota,tacoma sr 4x4 quarter ton,4wd,6,automatic,gas
hyundai,2007 freightliner,fwd,4,manual,diesel
chevrolet,spark ev 1lt hatchback,fwd,6,automatic,electric
nissan,pathfinder s 4wd,4wd,6,automatic,gas
ford,e150 cargo,rwd,8,automatic,other
honda,MB ML350 Bluetec,4wd,6,automatic,diesel
volkswagen,touareg v6 tdi,4wd,6,automatic,diesel
chevrolet,equinox awd,4wd,4,automatic,gas
toyota,tacoma sr5 4x4 double cab,4wd,6,automatic,gas
saturn,sky redline,4wd,4,automatic,gas
dodge,challengers,rwd,6,automatic,gas
lincoln,continental select 3.,4wd,6,automatic,gas
ram,sts,4wd,8,automatic,gas
honda,cr-v se,4wd,4,automatic,gas
ram,1500 silverado titan,4wd,8,automatic,gas
nissan,nv2500hd,rwd,6,automatic,gas
ram,wrangler sport suv 2d,4wd,6,automatic,diesel
toyota,sienna xle 8-passenger,fwd,6,automatic,gas
chevrolet,hightop,fwd,8,automatic,gas
volkswagen,routan s,fwd,6,automatic,gas
toyota,Isuzu NPR HD GAS CREW,rwd,8,automatic,gas
audi,a6 3.0t quattro sedan 4d,fwd,6,automatic,gas
jeep,grand wagoneer,fwd,4,automatic,gas
chevrolet,trax ltz sport,fwd,4,automatic,gas
ferrari,f50,4wd,6,automatic,gas
ram,impreza wrx,4wd,6,automatic,gas
bmw,hummer h3,4wd,5,automatic,gas
acura,tlx 3.5l technology pkg,fwd,4,automatic,other
honda,civic ex-l coupe,fwd,4,automatic,gas
buick,lasabre,fwd,6,automatic,gas
toyota,avalon limited |,fwd,6,automatic,gas
volkswagen,Fuso Mk,fwd,6,manual,diesel
volvo,s40 328i tsx c250 jetta,fwd,5,automatic,gas
bmw,x2 m35i sport utility 4d,fwd,4,automatic,other
volkswagen,arteon sel r line awd,4wd,6,automatic,gas
cadillac,xt5 luxury awd gas suv,4wd,6,automatic,gas
mercedes-benz,international terrastar,rwd,8,automatic,diesel
volvo,xc70 t5 classic platinum,fwd,6,automatic,gas
mitsubishi,lancer gt,fwd,4,automatic,gas
toyota,rav-4 4wd,4wd,4,manual,gas
jeep,gladiator mojave,4wd,6,automatic,gas
ram,3500 slt crew cab,fwd,8,automatic,diesel
toyota,prius 2 hybrid,fwd,4,automatic,hybrid
subaru,wrx limited local trade,4wd,4,manual,gas
mitsubishi,lancer sportback gts,fwd,4,manual,gas
mercury,cougar xr7,rwd,8,automatic,gas
chevrolet,silverado 1500 ls crew cab long box 4wd,4wd,6,automatic,gas
toyota,avalon hybrid xse sedan,fwd,6,automatic,hybrid
nissan,murano s aws,4wd,6,automatic,gas
lexus,ls600h l,4wd,8,automatic,hybrid
chevrolet,silverado 1500 work tr,rwd,6,automatic,gas
ford,STERLING ACTERRA 7500,rwd,6,automatic,diesel
bmw,m3cic,fwd,4,manual,gas
dodge,dakota sport 4x4,4wd,8,automatic,gas
ford,super duty f-350 drw xl,fwd,4,automatic,other
lexus,ls 600h l,4wd,8,automatic,hybrid
chevrolet,chevelle ss 396,rwd,8,manual,gas
ford,2006 2500 HD,4wd,8,automatic,diesel
ford,silverado 1500 base,rwd,4,manual,gas
subaru,xv crosstrek 2.0 limited cvt,4wd,4,automatic,other
ford,mustang boss 302 coupe 2d,rwd,8,automatic,gas
ford,econoline van,fwd,6,automatic,gas
hyundai,International Prostar+,rwd,6,manual,diesel
subaru,BARRETO tilt trailer,rwd,4,automatic,other
toyota,corolla s sedan,4wd,6,automatic,gas
mercedes-benz,380-class,rwd,8,automatic,gas
ram,pickup 1500 slt 4x2 4dr,fwd,8,automatic,gas
chevrolet,suburban lt 1500 4dr,4wd,8,automatic,other
ford,edge sel plus,fwd,6,automatic,gas
toyota,4runner sport edition 4wd,4wd,8,automatic,gas
lexus,is 300 awd,rwd,6,automatic,gas
chevrolet,silverado ltz 4x4,4wd,8,automatic,gas
rover,Isuzu npr,4wd,6,automatic,other
nissan,rogue sport s,rwd,4,automatic,other
chevrolet,silverado 1500 high co,4wd,8,automatic,gas
chevrolet,suburban dually,4wd,8,automatic,gas
ford,escape sel awd gas suv auto,4wd,6,automatic,gas
ford,f-550 4x2 ext-cab w/new 9' contractor dump,rwd,10,automatic,gas
ford,focus st hatchback,fwd,4,manual,gas
lexus,Scion xD Hatchback 4D,fwd,6,automatic,gas
subaru,forester xt premium,4wd,6,automatic,gas
subaru,d6,fwd,4,automatic,gas
ram,1967 mustang,rwd,8,manual,gas
bmw,car truck suv,4wd,8,automatic,gas
lincoln,navigator l,4wd,8,automatic,gas
acura,tl 3.2 w/navi,fwd,6,automatic,gas
gmc,canyon all terrain,4wd,6,automatic,gas
chevrolet,THUNDERBIRD  50TH ANV.,rwd,8,automatic,gas
toyota,sienna ce,fwd,6,automatic,gas
infiniti,q60 red sport 400 coupe,fwd,6,automatic,gas
infiniti,q40 sedan 4d,fwd,6,automatic,gas
mercedes-benz,clk550 5.5l,fwd,8,automatic,gas
honda,civic sport hatchback 4d,fwd,6,automatic,gas
jeep,compass high altitude,4wd,10,automatic,other
toyota,tacoma limited 4x4,4wd,6,automatic,gas
gmc,CJ7,4wd,6,manual,gas
ford,fusion s hybrid,rwd,8,automatic,hybrid
ford,edge awd,4wd,6,automatic,gas
audi,q5 2.0t quattro premium plu,fwd,8,automatic,gas
chevrolet,camaro 2lt,rwd,6,manual,gas
lexus,rx rx 350 automatic,4wd,6,automatic,gas
volkswagen,1927 T-Bucket,rwd,8,automatic,gas
mazda,traverse,4wd,4,manual,gas
subaru,xv crosstrek manual,4wd,4,manual,gas
lincoln,mkt reserve sport,fwd,6,automatic,gas
mercedes-benz,PROMASTER CARGO VAN,fwd,6,automatic,gas
nissan,6,4wd,8,automatic,gas
gmc,c5500 4x4,4wd,8,automatic,gas
chevrolet,c5500,4wd,8,automatic,diesel
nissan,rouge s,4wd,4,automatic,gas
gmc,canyon slt 4x4 1/4 ton gas,4wd,6,automatic,gas
dodge,3500 laramie longhorn,4wd,6,automatic,diesel
honda,hr-v ex-l w/navi,fwd,6,automatic,gas
jeep,lifted grand cherokee 4x4,4wd,6,automatic,gas
ford,e350 handicap van,rwd,8,automatic,gas
ram,tacoma pre-runner sr5 4x2,4wd,8,automatic,gas
hyundai,genesis coupe 3.8,rwd,4,automatic,gas
subaru,silverado 1500,4wd,4,automatic,gas
ram,1500 slt big horn,rwd,8,automatic,gas
toyota,venza v6 awd,4wd,6,automatic,gas
mazda,tribute 2.0l man dx,4wd,4,manual,gas
dodge,challenger sxt plus w/ super sport group,rwd,6,automatic,gas
mercedes-benz,cr-v ex sport utility 4d,fwd,8,automatic,other
volvo,wagon 240,rwd,4,automatic,gas
infiniti,q70 l 3.7 luxe sedan 4d,fwd,6,automatic,gas
chevrolet,1988 suzuki samurai,4wd,4,manual,gas
nissan,plymouth voyager,4wd,6,automatic,gas
dodge,caliber heat,fwd,8,automatic,gas
audi,2015,rwd,4,automatic,diesel
dodge,d250,rwd,8,automatic,gas
jeep,grand cherokee altitude,4wd,6,automatic,gas
chevrolet,cruze lt sedan 4d,fwd,6,automatic,other
chevrolet,silverado 2500hd lt1,fwd,6,automatic,diesel
volvo,xc70 t5 classic premier,fwd,4,automatic,gas
cadillac,xt4 luxury sport,fwd,6,automatic,gas
gmc,envoy explorer,4wd,6,automatic,gas
chevrolet,Mazda3,4wd,8,automatic,gas
ram,1500 4x4 express 4dr quad cab 6.3 ft sb pickup truck clean carfax 2-owner local truck,4wd,8,automatic,gas
gmc,sierra 1500 lifted truck,fwd,8,automatic,other
toyota,tacoma v6 1 owner* trd sport* navigation*back up cam* 6-speed manual* rust free*1-owner*non smoker*bilstein toytec lift,4wd,6,manual,gas
ram,suburban ltz 1500,4wd,8,automatic,gas
ford,sentra,4wd,8,automatic,diesel
toyota,hiace diesel,4wd,4,automatic,diesel
subaru,forester awd 2.5 liter b,4wd,4,automatic,gas
volkswagen,beetle 2.5l,fwd,5,automatic,gas
ford,f350 ext cab,fwd,8,automatic,gas
bmw,z3 2.5i roadster 2.5i,4wd,6,automatic,gas
tesla,model s 75d - autopilot,4wd,4,automatic,electric
gmc,altima s,fwd,8,automatic,gas
ram,3500 laramie limited,4wd,6,automatic,diesel
fiat,500x lounge sport utility,fwd,4,automatic,gas
buick,mci bus,4wd,8,automatic,diesel
buick,encore gx,fwd,3,automatic,gas
acura,mdx tech/entertainment pkg,rwd,6,automatic,other
acura,cl 3.0,fwd,6,automatic,gas
mitsubishi,mg mgb,fwd,4,manual,gas
chevrolet,chevelle malibu conver,4wd,8,automatic,diesel
nissan,versa sedan 's',fwd,4,automatic,gas
bmw,x1 x 1 xdrive28i,fwd,6,automatic,other
ram,cargo van tradesman,fwd,6,automatic,gas
alfa-romeo,romeo stelvio ti sport awd,rwd,6,automatic,gas
chevrolet,silverado lt**nice co,4wd,4,automatic,gas
honda,FREIGHTLINER THOMAS,fwd,8,automatic,gas
mercedes-benz,suburban,4wd,8,automatic,gas
chevrolet,impala premier,rwd,6,automatic,gas
dodge,tacoma sr5,4wd,6,automatic,gas
rover,suburban,4wd,8,automatic,gas
lexus,rx330 awd,rwd,6,automatic,gas
ford,FREIGHTLINER CENTURY,fwd,6,manual,diesel
chevrolet,camaro z/28 ss 35th anniversary 67k miles 6 speed manual convertible 35th anniversary,rwd,8,manual,gas
ram,3500 cummins 4x4 crew cab,4wd,8,automatic,diesel
honda,cooper,4wd,8,automatic,gas
cadillac,fleetwood brougham,rwd,4,automatic,gas
bmw,328d sport wagon,4wd,4,automatic,diesel
infiniti,q70 l 3.7 sedan 4d,rwd,6,automatic,other
mitsubishi,FREIGHTLINER Sprinter Cargo Vans,rwd,4,automatic,diesel
ram,2500 slt quad cab,4wd,6,manual,diesel
gmc,sierra 2500hd slt,4wd,8,automatic,gas
toyota,tacoma xtracab,4wd,6,automatic,gas
ford,Mb,4wd,6,automatic,gas
ford,f-250 transit van,fwd,8,automatic,diesel
gmc,sierra 1500 sle double cab,4wd,8,automatic,gas
toyota,corolla s premium sedan,fwd,8,automatic,other
ford,f450 xlt,rwd,8,automatic,diesel
ford,ChevroletNoman,rwd,8,automatic,gas
gmc,3500 with crane,fwd,6,automatic,diesel
subaru,outback legacy limited,4wd,6,automatic,gas
gmc,1931 model a pu truck wide body,rwd,4,manual,gas
ram,CHEVORLET TRAVERSE 2LT,4wd,6,automatic,gas
mercedes-benz,cla 45 amg,4wd,4,automatic,gas
hyundai,santa fe se 2.4l auto,4wd,4,automatic,gas
volkswagen,routan se,fwd,6,automatic,gas
jeep,rubicon,4wd,6,automatic,gas
ford,fusion se sedan,rwd,8,automatic,gas
gmc,sierra 2500 slt 4wd,4wd,8,automatic,other
mercedes-benz,benz e 320,4wd,6,automatic,gas
volkswagen,passat 1.8t,fwd,4,automatic,gas
chevrolet,belair 2 dr hardtop,4wd,6,automatic,gas
nissan,370z roadster 2d,rwd,6,automatic,other
ford,f150 xlt fx4 4x4 1/2 ton,4wd,4,automatic,gas
ford,explorer base,fwd,6,automatic,gas
jaguar,Scion XB,fwd,4,automatic,gas
mitsubishi,endeavor ls,4wd,6,automatic,gas
ford,f450 4x4 hydraulic liftgate,4wd,8,automatic,diesel
cadillac,International DURASTAR 4300,4wd,8,automatic,gas
bmw,F150 turbo,4wd,6,automatic,gas
lincoln,mkz reserve,4wd,6,automatic,gas
acura,KENWORTH,4wd,6,manual,diesel
rover,f-pace 25t prestige sport,4wd,8,manual,gas
acura,tl basesedan,4wd,6,automatic,gas
bmw,740li,fwd,6,automatic,gas
toyota,86,4wd,6,manual,gas
gmc,savana 2500 extrnded,rwd,8,automatic,gas
ram,KTM 530,fwd,4,manual,gas
ford,utility police interceptor,4wd,6,automatic,gas
ford,excursion xlt,4wd,8,automatic,gas
chevrolet,silverado 1500 lt w/1,rwd,8,automatic,gas
nissan,versa sv sedan 4d,fwd,4,automatic,gas
cadillac,Freightliner M Line Walk-in Van,rwd,4,automatic,diesel
hyundai,PACKARD SUPER CLIPPER,rwd,8,automatic,gas
mazda,speed3,fwd,4,manual,gas
jeep,patriot sport suv 4x4,4wd,4,automatic,gas
chevrolet,Kenworth T20,rwd,6,manual,diesel
dodge,durango crew,fwd,6,automatic,gas
ford,MB/BMW/Audi/Porsche/VW,fwd,4,automatic,gas
mercedes-benz,e350 luxury 3.5l,4wd,6,automatic,gas
ford,focus ztw,4wd,8,manual,gas
honda,accord hybrid ex-l,fwd,4,automatic,hybrid
jeep,panamera turbo,4wd,8,automatic,gas
mercedes-benz,benz e320 cdi,4wd,8,automatic,diesel
nissan,armada platinum 4x4 gas,4wd,8,automatic,gas
honda,odyssey 5dr ex,fwd,6,automatic,gas
dodge,super bee,rwd,8,manual,gas
bmw,435,4wd,4,automatic,gas
honda,crv se awd,4wd,4,automatic,gas
ram,1500 slt 4dr quad cab v8 automatic short bed tow pkg,rwd,8,automatic,gas
ford,f-250 diesel,4wd,8,automatic,diesel
audi,tts,fwd,6,automatic,gas
toyota,CHEETAH,rwd,8,automatic,gas
ford,f-150 supercrew,4wd,6,automatic,gas
chevrolet,silverado 1500 ltz ltz 4dr crew cab,4wd,8,automatic,gas
ford,Freightliner Cascadia Daycab,4wd,4,manual,diesel
toyota,landcruiser fjz,4wd,6,automatic,gas
saturn,ion 2,rwd,4,automatic,gas
toyota,corolla xrs 4dr sedan 5a,fwd,8,automatic,gas
jeep,1972 MGB,rwd,4,manual,gas
honda,Steward & Stevenson M1088A1,4wd,6,automatic,diesel
chevrolet,tahoe hybrid,fwd,6,automatic,gas
honda,accord lxp,fwd,4,automatic,gas
honda,hrv,fwd,4,automatic,gas
mazda,mpv es,fwd,6,automatic,gas
ferrari,f12 berlinetta,4wd,8,automatic,gas
subaru,outback 2.5i awd 4dr wago,rwd,4,manual,gas
buick,envision preferred,fwd,6,automatic,other
ford,f450 deisel powerstroke,rwd,8,automatic,diesel
ram,"2500 4dr quad cab 155"" wb hd 4wd",4wd,8,automatic,gas
jeep,Wrangler SPORT,4wd,6,automatic,gas
ford,mk 5,fwd,8,automatic,gas
toyota,rav 4 xle awd hybrid,fwd,4,automatic,gas
chevrolet,panel truck c 10,rwd,8,automatic,gas
ford,f-250 super duty lifted di,4wd,8,automatic,diesel
audi,s8,4wd,8,automatic,gas
chevrolet,monte,fwd,6,automatic,gas
chrysler,Scion iM Hatchback 4D,4wd,4,automatic,other
ram,1500 crew cab4x4,4wd,8,automatic,gas
gmc,yukonslt,4wd,8,automatic,gas
jeep,cherokee latitude sport,fwd,4,automatic,gas
jeep,grand cherokee overland 4wd,4wd,8,automatic,gas
chevrolet,military,4wd,4,manual,other
audi,s5 sport coupe,4wd,4,automatic,gas
pontiac,vibe fwd,fwd,4,automatic,gas
chevrolet,silverado 1500 ext c,4wd,8,automatic,gas
jeep,patriot sport 4x4,4wd,4,automatic,gas
mercedes-benz,jetta,4wd,8,automatic,gas
chevrolet,hona accord lx,fwd,4,automatic,gas
volkswagen,Blue Bird All American,rwd,6,automatic,diesel
ford,terrain,4wd,8,automatic,diesel
ram,1500 sport crewcab 4x4,4wd,8,automatic,gas
mercedes-benz,benz cl550 amg,rwd,8,automatic,gas
ford,f-150 super crew,rwd,8,automatic,gas
ram,civic,4wd,4,automatic,diesel
kia,forte lxs sedan 4d,fwd,8,automatic,gas
ford,fusion sesedan,fwd,4,automatic,gas
hyundai,elantra gls pzev,4wd,4,automatic,gas
ford,f250 diesel,fwd,6,automatic,diesel
gmc,canyon sle,4wd,8,automatic,gas
jeep,Compass,4wd,4,automatic,gas
toyota,tacoma sr5 4x4,4wd,4,manual,gas
buick,lucerne cxl v6,fwd,6,automatic,gas
ford,f250 xl super duty,4wd,8,automatic,gas
ford,"escape titanium 4wd, w/ navigation",4wd,4,automatic,gas
bmw,alpina b7,rwd,8,automatic,gas
honda,Prius,4wd,6,automatic,hybrid
ford,ranchero 500,rwd,8,automatic,gas
chevrolet,silverado 3500h ltz,4wd,8,automatic,diesel
ram,deville,4wd,8,automatic,diesel
chevrolet,crew cab,fwd,4,automatic,gas
jeep,patriot high altitude 4x4,4wd,4,automatic,gas
ford,edge sel 2.7l,4wd,6,automatic,gas
ram,2500 laramie crewcab 4wd,4wd,6,automatic,diesel
volkswagen,beetle 1.8t,fwd,4,automatic,other
toyota,tacoma trd sport v6crew,4wd,6,automatic,gas
honda,ridgeline rt,4wd,6,automatic,gas
mazda,millenia,fwd,4,automatic,gas
kia,International 4700,rwd,8,automatic,diesel
ram,2500 laramie crew cab 4x4,4wd,6,automatic,diesel
ford,Scion xB,fwd,4,manual,gas
honda,AMG General Humvee,4wd,8,automatic,diesel
chevrolet,Cherokee,fwd,4,automatic,gas
acura,rdx black,4wd,4,automatic,gas
ford,mustang mach1,rwd,8,automatic,gas
chrysler,freightliner cascadia,4wd,4,manual,diesel
chevrolet,"GMC, sierra",4wd,6,manual,gas
chrysler,300 awd,4wd,6,automatic,gas
cadillac,Any,fwd,8,automatic,other
honda,accord lx-p,fwd,4,automatic,gas
ford,f-250 7.3,4wd,8,manual,diesel
ford,Maserati GranTurismo Coupe 2D,rwd,4,automatic,other
toyota,prius plug-in,fwd,8,automatic,hybrid
bmw,328i xdrive luxury line hea,4wd,6,automatic,gas
audi,s8 v10 quattro,4wd,10,automatic,gas
dodge,VOLKSWAGON PASSAT,fwd,4,automatic,gas
buick,encore base,4wd,4,automatic,gas
dodge,Plymouth,rwd,8,automatic,gas
ram,sorento lx,fwd,6,automatic,gas
chevrolet,impalalt,fwd,6,automatic,gas
ram,3500 quad cab slt pic,4wd,6,manual,diesel
cadillac,srx premium,fwd,6,automatic,gas
ford,Sea Ray Sea Ray,fwd,4,automatic,gas
lincoln,mark viii,4wd,6,automatic,gas
nissan,versa 1.6 sv,fwd,4,automatic,gas
ram,pickup 1500 sltquad,4wd,8,automatic,gas
ram,silverado 1500,4wd,6,automatic,diesel
lexus,scion xa,4wd,6,automatic,gas
mitsubishi,outlander le sport,rwd,6,automatic,gas
ram,m-class 3.5l,4wd,8,automatic,gas
